Open reading frame,gonad_a1,gonad_a2,gonad_a3,gonad_a4,gonad_a5,gonad_a6,gonad_a7,gonad_a8,gonad_a9,gonad_a10,gonad_b1,gonad_b2,gonad_b3,gonad_b4,gonad_b5,gonad_b6,gonad_b7,gonad_b8,gonad_b9,gonad_b10,Chromosome,Start,End,Strand,WBGene,Gene Name,Type
B0205.3,48.95095386,49.98370097,47.82385206,48.83064177,50.01111358,39.07699574,34.33018004,40.98831013,47.11247633,56.5445872,38.37211927,40.96495221,37.09779067,62.15294018,51.5368108,56.28962493,69.37712646,70.42150203,46.22674217,91.38713689,CHROMOSOME_I,10730718,10732437,-,WBGene00004466,rpn-10,cds
B0205.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,10741358,10744432,-,WBGene00015019,,cds
B0205.5,1.359748718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,10740207,10740579,+,WBGene00015020,,cds
B0205.6,13.59748718,29.12093882,16.26661635,15.19175522,14.96058953,11.5263081,9.536161123,9.837194432,12.24924384,8.526564737,6.771550459,12.89637384,10.28011067,17.57860934,16.05244927,11.35667871,8.553344358,8.802687754,13.4827998,10.4870485,CHROMOSOME_I,10736686,10739900,+,WBGene00015021,,cds
B0205.7,36.7132154,38.68303814,29.93057408,30.65479178,29.92117907,19.96019207,11.44339335,32.79064811,24.49848769,32.31119269,42.88648624,25.03413746,25.92375734,46.45775327,36.32922729,28.14481247,21.85854669,29.34229251,33.7069995,41.94819398,CHROMOSOME_I,10734011,10736596,+,WBGene00002191,kin-3,cds
B0205.8,10.87798975,13.03922634,14.31462239,10.85125373,8.335185597,5.903718781,11.44339335,3.279064811,5.653497159,10.77039756,11.28591743,10.62054316,9.833149334,10.35882336,10.98325476,7.900298236,15.20594552,13.20403163,10.59362841,11.98519828,CHROMOSOME_I,10728884,10730226,-,WBGene00015022,,cds
B0205.9,5.438994874,2.607845268,5.855981885,7.595877609,5.556790398,7.590495575,1.907232225,6.558129621,9.422495265,12.11669726,2.257183486,5.310271582,6.257458667,4.080748598,6.47730409,10.36914144,7.602972762,2.934229251,7.704457028,4.494449355,CHROMOSOME_I,10720815,10723580,+,WBGene00015023,,cds
B0207.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5965064,5967213,+,WBGene00015026,,cds
B0207.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5959010,5959528,-,WBGene00015033,,cds
B0207.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5962954,5964128,-,WBGene00015034,,cds
B0207.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5967253,5973322,-,WBGene00000232,avr-14,cds
B0207.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5955032,5956885,+,WBGene00015027,,cds
B0207.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5942421,5945539,+,WBGene00001676,gpa-14,cds
B0207.4,9.518241029,8.692817559,16.26661635,14.64919253,17.52526202,15.74325008,30.51571559,19.67438886,16.96049148,24.23339452,10.15732569,12.13776362,11.17403333,9.417112148,15.77082735,11.85044735,20.9081751,19.07249013,24.07642821,28.46484592,CHROMOSOME_I,5937479,5938887,+,WBGene00000099,air-2,cds
B0207.5,0,0,0,0.271281343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5919789,5935418,+,WBGene00015028,,cds
B0207.6,4.079246155,8.692817559,6.181314212,5.696908207,6.197958521,7.590495575,9.536161123,1.639532405,11.30699432,10.77039756,5.642958716,9.861932939,11.17403333,6.905882242,4.787572588,6.418992317,8.553344358,2.934229251,5.778342771,4.494449355,CHROMOSOME_I,5935372,5936946,-,WBGene00015029,,cds
B0207.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5945759,5947344,-,WBGene00015030,,cds
B0207.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5951138,5951744,-,WBGene00015031,,cds
B0207.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5957462,5958361,-,WBGene00015032,,cds
B0212.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,3572467,3577625,+,WBGene00015035,otpl-1,cds
B0212.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,3565197,3567810,+,WBGene00015036,sre-5,cds
B0212.3,0,0,0.325332327,0,0.641168123,1.405647329,0,1.639532405,0,1.346299695,0,0,0.446961333,0.313903738,0.844865751,2.468843199,1.900743191,0,1.926114257,0,CHROMOSOME_IV,3540184,3543598,+,WBGene00015037,,cds
B0212.4,0,0,0,0,0,0,0,1.639532405,0,0,0,1.517220452,0,0.627807477,0,0,0,0,0,0,CHROMOSOME_IV,3543624,3547596,-,WBGene00015038,nstp-6,cds
B0212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,3551086,3557427,-,WBGene00003889,osm-9,cds
B0212.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,3570714,3571642,+,WBGene00044111,,cds
B0213.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3955751,3957700,-,WBGene00015040,cyp-34A5,cds
B0213.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3958224,3961343,-,WBGene00015041,cyp-34A6,cds
B0213.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3961745,3963800,-,WBGene00015042,cyp-34A7,cds
B0213.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3964764,3967856,-,WBGene00015043,cyp-34A8,cds
B0213.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3968118,3970499,-,WBGene00015044,cyp-34A9,cds
B0213.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3970697,3972986,-,WBGene00015045,cyp-34A10,cds
B0213.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3978814,3979119,-,WBGene00015046,nlp-34,cds
B0213.2,0,0,0,0,0,0,0,0,0.942249527,0,0,0.758610226,0,0,0,0,0,0,0,0,CHROMOSOME_V,3989076,3989755,+,WBGene00003765,nlp-27,cds
B0213.3,0,0,0,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3987885,3988299,+,WBGene00003766,nlp-28,cds
B0213.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3984398,3984834,+,WBGene00003767,nlp-29,cds
B0213.5,0,0,0,0.271281343,0,0.281129466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3981965,3982730,+,WBGene00003768,nlp-30,cds
B0213.6,0,0.434640878,0.325332327,0,0.213722708,0,0,0,0.942249527,0,0,0.758610226,0.446961333,0,0,0.49376864,0,1.467114626,0,0,CHROMOSOME_V,3980040,3980602,+,WBGene00003769,nlp-31,cds
B0213.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3977249,3978796,+,WBGene00006142,str-83,cds
B0213.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3974646,3976249,+,WBGene00006141,str-82,cds
B0213.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,3954024,3955445,+,WBGene00006274,str-247,cds
B0218.1,0,0,0.650664654,0,0,0.562258931,3.814464449,3.279064811,1.884499053,0.448766565,0,0,0,0,0.563243834,3.456380478,3.801486381,0,0,0,CHROMOSOME_IV,8159344,8162028,+,WBGene00015047,faah-1,cds
B0218.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281621917,0.49376864,0,0,0,1.498149785,CHROMOSOME_IV,8152429,8154845,+,WBGene00015048,faah-2,cds
B0218.3,0,0,0,0,0,1.124517863,3.814464449,0,0,0.89753313,0,0,0,0,0,0.98753728,0.950371595,0,1.926114257,0,CHROMOSOME_IV,8148780,8150727,+,WBGene00004055,pmk-1,cds
B0218.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8155237,8156433,-,WBGene00015049,,cds
B0218.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8161738,8163781,-,WBGene00015050,clec-51,cds
B0218.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8164580,8166064,-,WBGene00015051,,cds
B0218.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,8167149,8168760,-,WBGene00015052,clec-52,cds
B0222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9134277,9135553,+,WBGene00015053,,cds
B0222.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9158361,9159515,+,WBGene00015058,,cds
B0222.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9165797,9168018,-,WBGene00044582,,cds
B0222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9135634,9137696,-,WBGene00015054,,cds
B0222.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9138928,9141375,-,WBGene00015055,,cds
B0222.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9144593,9146877,-,WBGene00006418,tag-38,cds
B0222.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9152299,9154850,-,WBGene00015056,,cds
B0222.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9159619,9160640,-,WBGene00000717,col-144,cds
B0222.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9162028,9162982,-,WBGene00000718,col-145,cds
B0222.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9164272,9165284,-,WBGene00000599,col-10,cds
B0222.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,9168369,9173001,-,WBGene00015057,gad-3,cds
B0228.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,7755956,7756856,+,WBGene00015059,,cds
B0228.4,0,0,0,0,0.213722708,0,0,0,0,0.89753313,0,0,0,0.313903738,0,0.98753728,0,0,0.963057129,1.498149785,CHROMOSOME_II,7724850,7752673,+,WBGene00015061,cpna-2,cds
B0228.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,7752579,7753554,-,WBGene00015062,trx-1,cds
B0228.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,7754515,7755104,-,WBGene00015063,,cds
B0228.7,9.518241029,15.21243073,9.109305155,8.952284325,8.762631012,5.341459849,1.907232225,1.639532405,1.884499053,1.79506626,4.514366973,12.13776362,12.51491733,8.161497195,10.42001093,3.456380478,0.950371595,0,2.889171386,2.99629957,CHROMOSOME_II,7757138,7758387,-,WBGene00015064,,cds
B0228.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,7759658,7761488,-,WBGene00015065,,cds
B0228.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,7762010,7763617,-,WBGene00015066,,cds
B0238.1,0,0,0,0,0,0.281129466,1.907232225,0,0,0,0,0,0,0,0,0.49376864,0,0,0,0,CHROMOSOME_V,5240754,5243120,-,WBGene00015067,,cds
B0238.10,5.438994874,5.650331414,5.855981885,6.510752236,4.915622275,6.465977712,3.814464449,8.197662027,6.595746686,11.66793069,3.38577523,7.586102261,7.598342667,4.394652336,6.195682173,5.925223677,6.652601167,4.401343877,7.704457028,13.48334807,CHROMOSOME_V,5274058,5275546,+,WBGene00015074,,cds
B0238.11,55.74969746,41.29088341,39.36521156,50.45832983,41.88965069,45.82410292,41.95910894,22.95345368,36.74773153,52.05692155,33.8577523,34.8960704,42.908288,30.13475887,27.03570403,34.07003614,29.46151945,38.14498027,14.44585693,26.96669613,CHROMOSOME_V,5269467,5270728,+,WBGene00015075,,cds
B0238.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,5267806,5268807,+,WBGene00015076,,cds
B0238.13,0,0,0,0,0,0.281129466,3.814464449,0,0,0,0,0,0,0,0,0.49376864,0,0,0,0,CHROMOSOME_V,5243713,5248024,-,WBGene00015077,,cds
B0238.15,0,0,0,0,0,0.281129466,0,0,0,0.448766565,0,0,0,0,0,0.49376864,0,0,0,0,CHROMOSOME_V,5240173,5240435,+,WBGene00044537,,cds
B0238.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,5250588,5252100,-,WBGene00015068,srt-68,cds
B0238.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,5256126,5257442,-,WBGene00015069,srt-67,cds
B0238.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,5258020,5259532,-,WBGene00015070,srt-70,cds
B0238.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,5260316,5263083,-,WBGene00015071,,cds
B0238.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,5263935,5265760,-,WBGene00015072,srt-69,cds
B0238.9,8.158492311,9.562099315,19.51993962,23.60147686,25.64672491,16.58663848,11.44339335,14.75579165,18.84499053,26.02846078,10.15732569,14.4135943,21.90110534,22.28716542,31.26003278,20.24451423,16.15631712,13.20403163,17.33502831,16.47964764,CHROMOSOME_V,5275533,5278290,-,WBGene00015073,,cds
B0240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,11727880,11730142,-,WBGene00004359,rhr-2,cds
B0240.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,11733526,11736950,-,WBGene00007117,spe-42,cds
B0240.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,11718071,11725634,-,WBGene00000907,daf-11,cds
B0240.4,13.59748718,21.7320439,20.82126893,16.27688059,26.07417033,29.5185939,24.79401892,26.23251849,37.68998106,27.82352704,12.41450918,22.75830678,11.62099467,16.95080187,26.19083828,26.16973791,25.66003307,33.74363639,39.48534227,37.45374463,CHROMOSOME_V,11730974,11733461,-,WBGene00007118,npp-22,cds
B0244.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5733951,5737469,+,WBGene00015085,,cds
B0244.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5767837,5768620,+,WBGene00015086,,cds
B0244.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5742510,5744774,+,WBGene00206513,,cds
B0244.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5755493,5765769,+,WBGene00002048,ida-1,cds
B0244.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5747439,5751591,+,WBGene00015079,,cds
B0244.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5744833,5747149,+,WBGene00015080,,cds
B0244.6,1.359748718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5737962,5741508,+,WBGene00015081,,cds
B0244.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5731455,5732808,+,WBGene00015082,,cds
B0244.8,12.23773847,7.823535804,27.65324779,56.69780072,104.9378494,107.3914559,127.784559,90.17428229,143.221928,128.7960042,6.771550459,16.68942497,51.84751467,61.5251327,107.2979504,121.4670854,183.4217179,189.2577867,174.3133403,121.3501326,CHROMOSOME_III,5728132,5730348,+,WBGene00015083,egg-1,cds
B0244.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,5730074,5730965,-,WBGene00015084,,cds
B0250.1,451.4365745,324.6767358,272.9538223,232.7593924,186.7936465,193.6982019,194.5376869,91.8138147,85.74470691,23.33586138,619.596867,424.0631164,332.9861934,277.1770009,214.5959007,200.4700677,140.6549961,57.2174704,23.11337109,10.4870485,CHROMOSOME_V,20479656,20480815,+,WBGene00004413,rpl-2,cds
B0250.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,20487614,20489171,-,WBGene00007127,srbc-78,cds
B0250.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,20456815,20457223,-,WBGene00206505,,cds
B0250.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,20476717,20479058,-,WBGene00007119,calf-1,cds
B0250.5,8.158492311,10.86602195,13.66395773,17.36200596,17.73898473,11.80743756,13.35062557,11.47672684,17.902741,18.39942917,7.900142203,6.827492035,9.386188001,17.89251308,14.64433968,15.80059647,15.20594552,23.47383401,17.33502831,19.47594721,CHROMOSOME_V,20493893,20497315,+,WBGene00007122,,cds
B0250.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,20490740,20492454,-,WBGene00007123,srbc-79,cds
B0250.8,19.03648206,16.95099424,17.89327798,10.0374097,11.54102621,14.33760275,5.721696674,0,0,2.243832825,22.57183486,5.310271582,13.40884,8.789304672,2.252975336,3.950149118,0.950371595,0,0,2.99629957,CHROMOSOME_V,20469672,20470454,-,WBGene00007125,,cds
B0250.9,0,0,0,0.81384403,0.427445415,0,0,0,0.942249527,0,0,0,0,0,0,0.49376864,0,0,0,0,CHROMOSOME_V,20480761,20485354,-,WBGene00007126,dhcr-7,cds
B0252.1,1.359748718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6919687,6923621,+,WBGene00015087,,cds
B0252.2,0,0,0,0.271281343,0,0,0,0,0,0,0,0,0.446961333,0,0,1.481305919,0,0,0,1.498149785,CHROMOSOME_II,6910028,6912653,+,WBGene00000211,asm-1,cds
B0252.3,0,0,0,0,0,0.281129466,3.814464449,0,0.942249527,0.448766565,0,0,0,0,0,0,0.950371595,1.467114626,0.963057129,2.99629957,CHROMOSOME_II,6902826,6907713,-,WBGene00015088,,cds
B0252.4,2.719497437,9.562099315,8.458640501,9.766128354,12.18219433,10.12066077,7.628928898,8.197662027,6.595746686,10.77039756,2.257183486,5.310271582,9.386188001,9.10320841,7.885413674,11.85044735,15.20594552,10.26980238,6.7413999,5.99259914,CHROMOSOME_II,6912498,6913321,-,WBGene00000886,cyn-10,cds
B0252.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6916949,6918878,-,WBGene00015089,,cds
B0252.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,6916112,6916923,+,WBGene00044615,,cds
B0261.1,5.438994874,8.692817559,7.157311193,7.595877609,8.97635372,5.903718781,0,3.279064811,5.653497159,11.66793069,5.642958716,3.79305113,8.045304001,8.475400934,8.167035591,12.83798463,5.702229572,4.401343877,12.51974267,8.98889871,CHROMOSOME_I,5263697,5268387,+,WBGene00015091,,cds
B0261.2,8.158492311,4.34640878,9.434637482,6.510752236,7.266572059,7.590495575,13.35062557,16.39532405,5.653497159,11.21916413,9.028733946,6.827492035,6.257458667,7.847593457,9.856767093,5.925223677,9.503715953,7.335573128,20.2241997,10.4870485,CHROMOSOME_I,5245743,5263429,+,WBGene00002583,let-363,cds
B0261.4,6.798743592,10.86602195,9.109305155,5.96818955,6.197958521,5.622589315,0,6.558129621,0.942249527,1.79506626,4.514366973,5.310271582,7.151381334,10.04491962,6.758926007,5.925223677,6.652601167,1.467114626,7.704457028,0,CHROMOSOME_I,5244286,5245526,+,WBGene00015092,mrpl-47,cds
B0261.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5249775,5250440,-,WBGene00015093,,cds
B0261.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5255450,5256926,-,WBGene00015094,,cds
B0261.7,65.26793848,69.1078996,79.05575545,84.63977907,76.72645203,67.47107178,49.58803784,77.05802305,90.45595455,74.49524981,74.48705505,72.8265817,83.13480801,44.57433084,53.50816422,42.46410302,49.41932296,73.35573128,44.30062791,29.9629957,CHROMOSOME_I,5269547,5270937,-,WBGene00015095,,cds
B0261.8,0,0.434640878,0.325332327,0,1.068613538,2.249035726,7.628928898,0,1.884499053,1.346299695,0,0,0.446961333,0.941711215,0.844865751,5.925223677,0,0,0.963057129,5.99259914,CHROMOSOME_I,5271280,5272040,-,WBGene00015096,,cds
B0261.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,5268422,5269466,+,WBGene00195057,,cds
B0272.1,0,0,0.325332327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,9434393,9436834,-,WBGene00006538,tbb-4,cds
B0272.2,0,0,0,0,0,0.562258931,3.814464449,0,0,1.79506626,0,0,0,0,0.281621917,0.49376864,0,0,0,0,CHROMOSOME_X,9440339,9441505,-,WBGene00007128,memb-1,cds
B0272.3,2.719497437,0,0.325332327,0.271281343,0.213722708,9.277272369,13.35062557,9.837194432,6.595746686,13.46299695,0,0,0,0,3.097841086,12.83798463,13.30520233,14.67114626,16.37197119,25.46854635,CHROMOSOME_X,9431366,9432689,+,WBGene00007129,,cds
B0272.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,9428372,9430264,+,WBGene00007130,,cds
B0273.1,0,0,0,0,0,0,0,1.639532405,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,5493986,5495241,+,WBGene00015097,,cds
B0273.115,0,0.434640878,0,0,0.213722708,0,0,0,0,0,0,0.758610226,0,0,0,0,0,0,0,0,CHROMOSOME_IV,5490546,5491145,-,WBGene00206473,,cds
B0273.2,9.518241029,7.823535804,14.96528704,25.7717276,36.546583,28.39407604,24.79401892,27.87205089,26.38298674,32.31119269,2.257183486,18.96525565,18.32541467,23.22887663,30.41516703,29.13234975,35.16374903,38.14498027,26.00254247,28.46484592,CHROMOSOME_IV,5486676,5490322,+,WBGene00004243,puf-7,cds
B0273.3,12.23773847,13.47386722,6.831978866,4.883064177,4.060731445,2.530165192,0,0,2.82674858,3.141365956,13.54310092,8.344712487,5.363536001,6.278074766,4.505950671,3.456380478,0.950371595,1.467114626,1.926114257,0,CHROMOSOME_IV,5484037,5486201,-,WBGene00015098,,cds
B0273.4,0,0,1.301329308,0.542562686,0,0.281129466,1.907232225,0,0,2.692599391,1.128591743,0,0.893922667,0.313903738,0.844865751,0.98753728,0.950371595,0,3.852228514,10.4870485,CHROMOSOME_IV,5495657,5516256,-,WBGene00006745,unc-5,cds
B0280.1,9.518241029,9.562099315,10.08530214,16.81944328,15.38803495,14.61873222,5.721696674,8.197662027,18.84499053,15.25806321,13.54310092,10.62054316,8.492265334,10.6727271,10.42001093,10.86291007,9.503715953,17.60537551,7.704457028,4.494449355,CHROMOSOME_III,7133727,7136401,+,WBGene00015099,ggtb-1,cds
B0280.10,4.079246155,1.303922634,7.48264352,8.952284325,4.915622275,4.779200918,3.814464449,6.558129621,2.82674858,2.243832825,3.38577523,6.068881809,5.810497334,3.139037383,4.787572588,2.468843199,4.751857976,0,4.815285643,4.494449355,CHROMOSOME_III,7131972,7133616,-,WBGene00015105,pot-1,cds
B0280.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,7136448,7138216,-,WBGene00015106,,cds
B0280.12,0,0,0,0,0,0.281129466,1.907232225,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,7138621,7144770,-,WBGene00001613,glr-2,cds
B0280.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,7128837,7131986,+,WBGene00015107,,cds
B0280.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,7134960,7136065,-,WBGene00044674,,cds
B0280.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,7124602,7128320,+,WBGene00015100,,cds
B0280.3,40.79246155,36.94447463,46.52252276,55.34139401,55.99534939,43.01280826,32.42294782,37.70924532,47.11247633,27.37476047,29.34338532,45.51661356,49.612708,57.44438411,50.69194505,38.5139539,43.71709338,54.28324115,23.11337109,23.97039656,CHROMOSOME_III,7123062,7124270,+,WBGene00015101,rpia-1,cds
B0280.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,7108260,7109248,+,WBGene00003845,odd-1,cds
B0280.5,36.7132154,20.86276214,71.24777961,161.6836805,174.1840067,202.9754743,410.0549283,354.1389996,369.3618144,296.6346995,22.57183486,47.79244424,126.4900573,155.0684467,196.2904761,262.1911477,426.7168463,491.4833996,452.6368504,379.0318956,CHROMOSOME_III,7102024,7103930,-,WBGene00015102,cpg-2,cds
B0280.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,7110241,7111811,-,WBGene00015103,,cds
B0280.8,0,0,0.325332327,0,0,7.590495575,9.536161123,3.279064811,9.422495265,6.731498476,0,0,0.446961333,0.627807477,0.563243834,7.406529596,3.801486381,7.335573128,5.778342771,7.490748925,CHROMOSOME_III,7112238,7115378,-,WBGene00003609,nhr-10,cds
B0280.9,6.798743592,7.823535804,7.157311193,5.96818955,7.480294766,7.590495575,9.536161123,8.197662027,4.711247633,11.21916413,2.257183486,2.275830678,5.363536001,7.21978598,8.448657508,10.36914144,6.652601167,2.934229251,5.778342771,2.99629957,CHROMOSOME_III,7120842,7122833,-,WBGene00015104,,cds
